  aid   | bid | abalance |  type   |           iban           |               owner               |              email               |      phone       |         created          |   account_number   
  27997 |   1 |     6524 | savings | CZ3407334515681274500088 | Dušan Pavlíček                    | ccermak@seznam.cz                | +420 602 453 301 | Sun 14 Jan 2024, 03:14PM | ITMAI-27997-qkFse
  28022 |   1 |      655 | savings | CZ5596808532884025671093 | Milena Kadlecová                  | kvetoslavaslavikova@seznam.cz    | +420 602 603 692 | Mon 15 Jan 2024, 05:25PM | chhOH-28022-QySFa
  28110 |   1 |        0 | savings | CZ9048586996053009928831 | Veronika Dušková                  | nbenes@seznam.cz                 | +420 604 618 058 | Sat 13 Jan 2024, 07:53AM | qfrYP-28110-XqIvw
  28136 |   1 |     1704 | savings | CZ5689376060154952360285 | Věra Zemanová                     | malyjiri@seznam.cz               | +420 777 441 849 | Fri 12 Jan 2024, 09:45PM | EkqVQ-28136-ekRmw
  28144 |   1 |     6096 | savings | CZ9464003722070344948141 | Šárka Kubíčková                   | erikasykorova@seznam.cz          | +420 608 844 007 | Tue 16 Jan 2024, 10:01PM | QStZd-28144-ajsdQ
  28142 |   1 |    36459 | savings | CZ4961388015325602810181 | Alexandr Mašek                    | vitblaha@seznam.cz               | +420 704 901 395 | Wed 17 Jan 2024, 04:50AM | Puosl-28142-sRkmp
  28263 |   1 |        0 | savings | CZ9753450113567101475898 | Klement Pavlíček                  | kasparmiloslav@seznam.cz         | +420 704 180 338 | Fri 12 Jan 2024, 05:20PM | gkLjC-28263-SozFg
  28264 |   1 |        0 | savings | CZ7916600884030754840205 | Viktor Novák                      | kvetoslavaliskova@seznam.cz      | +420 602 723 076 | Mon 15 Jan 2024, 01:22AM | XayTn-28264-ZnKkV
  28262 |   1 |     1762 | savings | CZ9075472736313629235904 | Jiří Švec                         | qprokop@seznam.cz                | +420 705 497 104 | Thu 18 Jan 2024, 07:47PM | vEABX-28262-HGtrf
  28227 |   1 |    18210 | savings | CZ0819468250961027674674 | Marie Hájková                     | lydie86@seznam.cz                | +420 793 713 005 | Sat 13 Jan 2024, 03:18AM | IswxG-28227-YdBCx
  28284 |   1 |     5635 | savings | CZ6392658328229510576277 | Zdeňka Veselá                     | navratilovadenisa@seznam.cz      | +420 702 022 180 | Fri 12 Jan 2024, 01:07PM | uLxet-28284-GkPyx
  28337 |   1 |        0 | savings | CZ3571874235565412819233 | Štěpánka Havlíčková               | irena11@seznam.cz                | +420 607 360 888 | Sat 13 Jan 2024, 01:27PM | WmViY-28337-zYvql
  28334 |   1 |     4752 | savings | CZ0682886772814693375790 | Ctibor Pokorný                    | qjaneckova@seznam.cz             | +420 607 745 378 | Wed 17 Jan 2024, 06:15PM | dzGDz-28334-cpgGh
  28371 |   1 |     5435 | savings | CZ6746659717019826864477 | Přemysl Kopecký                   | vacekmiloslav@seznam.cz          | +420 703 360 735 | Wed 17 Jan 2024, 06:24AM | PoyjW-28371-IWiow
  28422 |   1 |        0 | savings | CZ3930678691975980454895 | Hynek Staněk                      | norabenesova@seznam.cz           | +420 607 867 561 | Mon 15 Jan 2024, 09:41PM | yxthR-28422-PHIdZ
  28409 |   1 |      900 | savings | CZ0592049928735024644364 | Emil Jaroš                        | jprochazkova@seznam.cz           | +420 607 421 865 | Sun 14 Jan 2024, 07:27AM | qkzwa-28409-vPnFA
  28469 |   1 |        0 | savings | CZ1701501125904589494595 | RNDr. Miroslav Mach               | fkucera@seznam.cz                | +420 608 108 532 | Fri 12 Jan 2024, 04:38PM | tmKIV-28469-PPVQp
  28488 |   1 |        0 | savings | CZ1870536571914028998900 | Jitka Bártová                     | edolezal@seznam.cz               | +420 704 945 141 | Sat 13 Jan 2024, 06:42AM | chkeV-28488-ugbnE
  28535 |   1 |     2642 | savings | CZ8547956080403204082836 | Zora Kopecká                      | liskovamilena@seznam.cz          | +420 705 272 570 | Thu 18 Jan 2024, 07:29PM | EblhV-28535-hfNHH
  28565 |   1 |        0 | savings | CZ4333936672827742928714 | Kamil Hájek                       | tomanovahedvika@seznam.cz        | +420 773 968 981 | Fri 12 Jan 2024, 01:23PM | sinnm-28565-AlGJn
  28566 |   1 |        0 | savings | CZ3392528815831578606047 | Martin Horváth                    | matejkovahana@seznam.cz          | +420 703 496 855 | Fri 12 Jan 2024, 02:43PM | NXedq-28566-FRlse
  28558 |   1 |      397 | savings | CZ2496705849124272852073 | Karel Sedlák                      | zdislavabartosova@seznam.cz      | +420 602 857 707 | Wed 17 Jan 2024, 02:13AM | FIkLK-28558-hlwbZ
  28598 |   1 |        0 | savings | CZ8080752369633859800382 | Blahoslav Musil                   | danielvalenta@seznam.cz          | +420 603 326 120 | Mon 15 Jan 2024, 04:11AM | wheLc-28598-IyfVU
  28592 |   1 |     -682 | savings | CZ4241942495038497516566 | Helena Müllerová                  | stanislavberanek@seznam.cz       | +420 704 540 335 | Tue 16 Jan 2024, 06:39AM | GApCa-28592-KywFK
  28627 |   1 |     6184 | savings | CZ4158390040025312270308 | Šimon Toman Ph.D.                 | jandovasvetlana@seznam.cz        | +420 721 837 010 | Tue 16 Jan 2024, 11:32AM | hAPzF-28627-ynCkU
  28683 |   1 |    12555 | savings | CZ9364068532934140769749 | Světlana Soukupová                | buresovaivona@seznam.cz          | +420 606 712 507 | Fri 12 Jan 2024, 05:50PM | uclMJ-28683-NeeUG
  28736 |   1 |        0 | savings | CZ6487507380158932563189 | Bohumír Macháček                  | anezka28@seznam.cz               | +420 602 751 039 | Tue 16 Jan 2024, 02:39AM | wPoLS-28736-xUOlr
  28745 |   1 |     3716 | savings | CZ1891609644594326306073 | Nela Dostálová                    | rnavratil@seznam.cz              | +420 606 647 897 | Tue 16 Jan 2024, 02:56AM | Rotxo-28745-SzSxJ
  28788 |   1 |   110219 | savings | CZ7084900656892534700207 | Vlasta Šťastná                    | polakdusan@seznam.cz             | +420 736 078 694 | Thu 18 Jan 2024, 09:14PM | KPrkh-28788-nTtbm
  28791 |   1 |     1170 | savings | CZ5988717112648061629481 | Romana Veselá                     | radimblazek@seznam.cz            | +420 605 495 657 | Wed 17 Jan 2024, 11:32PM | dRavY-28791-IGCdh
  28840 |   1 |    31026 | savings | CZ1045881043295572755341 | Pavla Pešková                     | svecpetr@seznam.cz               | +420 797 014 355 | Wed 17 Jan 2024, 02:44AM | LofQD-28840-EVnmn
  28849 |   1 |        0 | savings | CZ5820456809416822945010 | Emilie Fišerová                   | dominika69@seznam.cz             | +420 603 830 467 | Sat 13 Jan 2024, 08:42PM | wzxQC-28849-UQbgY
  28854 |   1 |        0 | savings | CZ3823193465949732131521 | Ferdinand Bednář                  | stastnyroman@seznam.cz           | +420 728 805 877 | Thu 18 Jan 2024, 07:11AM | HVQBS-28854-nIpNB
  28883 |   1 |     7701 | savings | CZ1167189366649916951798 | Kamila Sedláčková                 | dhruska@seznam.cz                | +420 605 882 832 | Tue 16 Jan 2024, 02:25AM | sRiby-28883-eWzSH
  28900 |   1 |        0 | savings | CZ8693888821367807811788 | Olga Jarošová                     | wvitek@seznam.cz                 | +420 603 126 090 | Sat 13 Jan 2024, 12:42AM | ZVKFz-28900-RMjcB
  28908 |   1 |     3053 | savings | CZ0345673566271401164244 | Dita Pokorná                      | fialakarel@seznam.cz             | +420 729 901 952 | Tue 16 Jan 2024, 02:37AM | aaNJT-28908-dwMGr
  28962 |   1 |     6866 | savings | CZ0322798422427014992661 | Ignác Ježek                       | tpospisilova@seznam.cz           | +420 605 603 818 | Fri 12 Jan 2024, 03:37PM | XEqrm-28962-Dcfqz
  29005 |   1 |     5603 | savings | CZ3284019935714718926229 | Libuše Vítková                    | jaroslavtoman@seznam.cz          | +420 606 551 182 | Mon 15 Jan 2024, 04:16AM | TIniR-29005-tOiyX
  29055 |   1 |     9189 | savings | CZ4060028268466715948533 | Miloslava Hrubá                   | sykorahubert@seznam.cz           | +420 605 423 351 | Thu 18 Jan 2024, 02:34PM | uqToO-29055-gdbVW
  29027 |   1 |     4191 | savings | CZ6100416531681570799210 | Bohumil Kopecký                   | janbartos@seznam.cz              | +420 603 795 575 | Thu 18 Jan 2024, 06:07PM | sxXZb-29027-HWEMd
  29067 |   1 |        0 | savings | CZ4666105721765202338320 | Ctibor Ježek                      | ccechova@seznam.cz               | +420 722 443 881 | Tue 16 Jan 2024, 10:52PM | QzDGU-29067-khkXB
  29103 |   1 |     4301 | savings | CZ0942781196674250773601 | Dalibor Pokorný                   | stanislavanovotna@seznam.cz      | +420 790 762 950 | Sun 14 Jan 2024, 10:31AM | yMkWa-29103-PzWYG
  29128 |   1 |    -5789 | savings | CZ7182902597602256919249 | Žofie Šťastná                     | mahulena46@seznam.cz             | +420 602 468 304 | Thu 18 Jan 2024, 01:15AM | hVsdJ-29128-JvnwQ
  29114 |   1 |    -5946 | savings | CZ9894412847483371126384 | Ivo Veselý                        | hajkovalydie@seznam.cz           | +420 605 016 634 | Fri 12 Jan 2024, 06:53PM | GGQrR-29114-mjrpp
  29178 |   1 |     8127 | savings | CZ8721207568160802496166 | Matyáš Janda                      | milanhruby@seznam.cz             | +420 722 619 838 | Mon 15 Jan 2024, 09:44AM | qxkcf-29178-hNYZX
  29217 |   1 |        0 | savings | CZ7396578097777591934695 | Klaudie Poláková                  | jaroslavkonecny@seznam.cz        | +420 604 699 951 | Sat 13 Jan 2024, 07:27AM | UIeGu-29217-zUSzd
  29310 |   1 |        0 | savings | CZ6975955518877788150762 | Dita Králová                      | kratochvilvitezslav@seznam.cz    | +420 608 365 275 | Sat 13 Jan 2024, 10:15PM | djHFn-29310-rXGKL
  29343 |   1 |        0 | savings | CZ8136396722337742303907 | Simona Šťastná                    | libuse88@seznam.cz               | +420 705 803 677 | Thu 18 Jan 2024, 10:16AM | oZKrE-29343-yNZuv
  29332 |   1 |      767 | savings | CZ2590084479394753036847 | Jiřina Dostálová                  | zhorakova@seznam.cz              | +420 796 357 331 | Sun 14 Jan 2024, 02:09AM | jtAGK-29332-oidCa
  29354 |   1 |      623 | savings | CZ1121957989949120709026 | Šárka Strnadová                   | ukaspar@seznam.cz                | +420 702 389 086 | Sat 13 Jan 2024, 06:39PM | tyrtb-29354-CIQBP
  29388 |   1 |     9127 | savings | CZ1764518193347883615230 | Šárka Procházková                 | nikol01@seznam.cz                | +420 603 373 375 | Tue 16 Jan 2024, 09:39PM | ulVpo-29388-FuJES
  29412 |   1 |    12508 | savings | CZ8118369785890262880314 | Kamila Valentová                  | zora67@seznam.cz                 | +420 604 882 121 | Thu 18 Jan 2024, 06:34PM | DaGer-29412-aMdip
  29396 |   1 |    17378 | savings | CZ2177325930662606875933 | Petr Jaroš                        | dolezalovasilvie@seznam.cz       | +420 773 455 475 | Tue 16 Jan 2024, 10:30AM | vXHQP-29396-xQEfT
  29425 |   1 |     5841 | savings | CZ1596458033021069724953 | Lýdie Nováková                    | jvavra@seznam.cz                 | +420 704 427 316 | Tue 16 Jan 2024, 09:18AM | ldLDQ-29425-umitr
  29496 |   1 |     4498 | savings | CZ5699755493934875373849 | Eliška Mašková                    | katerina35@seznam.cz             | +420 737 441 897 | Sun 14 Jan 2024, 06:31AM | MTKZk-29496-DaTQP
  29513 |   1 |        0 | savings | CZ6708023015582790348966 | Věra Hrubá                        | zakovaivana@seznam.cz            | +420 705 997 622 | Thu 18 Jan 2024, 02:38PM | EeBdJ-29513-yCMTz
  29543 |   1 |        0 | savings | CZ7953337185127390271076 | Markéta Hrubá                     | alenatumova@seznam.cz            | +420 608 695 751 | Sun 14 Jan 2024, 02:08PM | wIkGR-29543-jinPX
  29550 |   1 |        0 | savings | CZ1773566408713898830006 | Elena Matoušková                  | slavikmiroslav@seznam.cz         | +420 798 006 348 | Sun 14 Jan 2024, 10:21AM | cczEA-29550-chjZI
  29555 |   1 |        0 | savings | CZ7463398313335206862270 | Arnošt Ježek                      | musilvlastimil@seznam.cz         | +420 605 657 973 | Sun 14 Jan 2024, 07:39PM | pTOGc-29555-tVjPv
  29588 |   1 |        0 | savings | CZ2630937952703792487040 | Miluše Horváthová                 | leonacerna@seznam.cz             | +420 608 388 016 | Thu 18 Jan 2024, 07:54PM | zgLkD-29588-MFQrB
  29628 |   1 |        0 | savings | CZ8673742906258008590131 | Patrik Ježek                      | tsvecova@seznam.cz               | +420 607 486 506 | Thu 18 Jan 2024, 11:46AM | HLuwg-29628-gqjTq
  29648 |   1 |        0 | savings | CZ9253711555290685727763 | Gabriela Doležalová               | ludvikbarta@seznam.cz            | +420 608 847 203 | Wed 17 Jan 2024, 10:55PM | Gawpg-29648-QGvfu
  29655 |   1 |     9440 | savings | CZ1361877402939205763585 | Milena Pešková                    | rostislav62@seznam.cz            | +420 703 632 062 | Thu 18 Jan 2024, 09:16AM | CgVdS-29655-IOSPv
  29641 |   1 |     8288 | savings | CZ5358430934501644547159 | Richard Sedlák                    | rzakova@seznam.cz                | +420 705 528 833 | Tue 16 Jan 2024, 05:49PM | URoxz-29641-FrKKB
  29720 |   1 |        0 | savings | CZ4284290398166919836927 | Gabriela Bártová                  | jandovaivona@seznam.cz           | +420 705 948 036 | Mon 15 Jan 2024, 07:17AM | oSZma-29720-NBQeq
  29832 |   1 |        0 | savings | CZ8482049754281288897035 | Ignác Sedláček                    | bbednar@seznam.cz                | +420 770 649 877 | Mon 15 Jan 2024, 04:50PM | fkzLq-29832-XLJNg
  29851 |   1 |        0 | savings | CZ5064133938537434269216 | František Bureš                   | vlastahoracek@seznam.cz          | +420 702 030 261 | Tue 16 Jan 2024, 05:00AM | inNjo-29851-bbWJw
  29853 |   1 |      638 | savings | CZ4460027714219654413809 | Vlastimil Kovář                   | navratiljaromir@seznam.cz        | +420 607 747 624 | Tue 16 Jan 2024, 04:53AM | nPoSf-29853-dBZQr
  29878 |   1 |        0 | savings | CZ5285476667952709590181 | Bohumila Pokorná                  | vankovanora@seznam.cz            | +420 774 162 474 | Fri 12 Jan 2024, 04:40AM | bxOIg-29878-fHUYC
  29872 |   1 |     1728 | savings | CZ6163654080964275255930 | Matouš Kučera                     | zaktomas@seznam.cz               | +420 702 415 601 | Sun 14 Jan 2024, 01:44PM | nvGLK-29872-XkjvZ
  29863 |   1 |    19678 | savings | CZ6385740567826454648495 | Otakar Polák                      | avesely@seznam.cz                | +420 703 199 009 | Sun 14 Jan 2024, 10:27PM | OCMgg-29863-xflkT
  29916 |   1 |        0 | savings | CZ8041596006411385661189 | Aleš Kraus                        | havlicekfelix@seznam.cz          | +420 702 195 996 | Fri 12 Jan 2024, 03:13PM | XmyNU-29916-YVEDL
  29938 |   1 |    43895 | savings | CZ7378195698457322367094 | Zdislava Vacková                  | afiser@seznam.cz                 | +420 703 254 690 | Fri 12 Jan 2024, 08:43PM | IAGEB-29938-wgZym
  29967 |   1 |        0 | savings | CZ0657252590575371117409 | Bohumila Horváthová               | novotnarenata@seznam.cz          | +420 605 410 667 | Thu 18 Jan 2024, 05:17PM | yxmSP-29967-lRIKV
  29984 |   1 |     7134 | savings | CZ7772835447853964569992 | Anastázie Vávrová                 | ukral@seznam.cz                  | +420 605 747 005 | Mon 15 Jan 2024, 07:00PM | NobWu-29984-FxNRX
  29970 |   1 |     3643 | savings | CZ4391445422828820160607 | Lada Müllerová                    | bartosvitezslav@seznam.cz        | +420 727 046 015 | Fri 12 Jan 2024, 01:51PM | oAWGs-29970-wESHH
  29962 |   1 |    12158 | savings | CZ1213147793302673462725 | Veronika Hrušková                 | hruskapatrik@seznam.cz           | +420 772 852 202 | Sun 14 Jan 2024, 11:54AM | bFFlW-29962-FcBGT
  30018 |   1 |        0 | savings | CZ5647405504374957962530 | Radka Čechová                     | hruskovaeliska@seznam.cz         | +420 604 251 197 | Wed 17 Jan 2024, 09:25AM | uRxHL-30018-divEQ
  30069 |   1 |        0 | savings | CZ3429173529821051291275 | Aleš Slavík                       | konecnabohumila@seznam.cz        | +420 601 332 519 | Tue 16 Jan 2024, 12:08PM | nCKZy-30069-aadXb
  30075 |   1 |     2417 | savings | CZ6031231727651889084442 | Matyáš Sýkora                     | polakzikmund@seznam.cz           | +420 608 391 708 | Tue 16 Jan 2024, 11:22PM | yuzsI-30075-DwQqK
  30036 |   1 |    13310 | savings | CZ5222533986985555007233 | Peter Černý                       | alzbeta11@seznam.cz              | +420 602 096 226 | Mon 15 Jan 2024, 06:38AM | lnzkN-30036-hOmOz
  30086 |   1 |        0 | savings | CZ1048921632213795415235 | Ivona Bílková                     | strnadradim@seznam.cz            | +420 703 622 107 | Tue 16 Jan 2024, 05:48PM | dUnma-30086-awHqE
  30101 |   1 |     7583 | savings | CZ4351018659614745622668 | Nikola Fialová                    | jsmid@seznam.cz                  | +420 736 285 644 | Thu 18 Jan 2024, 11:16AM | uNuaV-30101-padeJ
  30140 |   1 |    15986 | savings | CZ0958557104809132087538 | Jaroslav Macháček                 | bilkovazdenka@seznam.cz          | +420 602 307 414 | Wed 17 Jan 2024, 05:55AM | XiIhr-30140-FDaQK
  30147 |   1 |    28778 | savings | CZ0752782671817430158782 | Marcel Novotný                    | pokornyzbynek@seznam.cz          | +420 606 898 349 | Sat 13 Jan 2024, 12:41AM | XGyJJ-30147-AqtXB
